Step,Indoor_Temp,Power,Action,Reward
139,26.17118,0.0,1,-0.6166791320437994
140,23.50347,0.0,0,-1.3989970960776774
141,26.187664,0.0,1,-0.7578655896173754
142,23.710348,0.0,0,-1.498473540011169
143,26.384043,0.0,1,-0.7479294547978794
144,23.68358,0.0,0,-1.3413529008393037
145,26.076332,0.0,1,-0.635277493730267
146,23.49906,0.0,0,-1.314224966247434
147,26.029898,0.0,1,-0.6513189633559683
148,23.499641,0.0,0,-1.4919961097583616
149,26.391445,0.0,1,-0.6547418521617511
150,23.502287,0.0,0,-1.5321136846781727
151,26.476517,0.0,1,-0.7072903334916956
152,23.58228,0.0,0,-1.6384710291642866
153,26.693768,0.0,1,-0.7896690636130601
154,23.747866,0.0,0,-1.7146568907436892
155,26.844782,0.0,1,-0.7778091611915094
156,23.729307,0.0,0,-1.6797183600747028
157,26.783564,0.0,1,-0.751196644082811
158,23.68452,0.0,0,-1.670213570476999
159,26.767492,0.0,1,-0.6486989938583146
160,23.50606,0.0,0,-1.558115523099583
161,26.54613,0.0,1,-0.628619447383251
162,23.498642,0.0,0,-1.4864382339745181
163,26.406477,0.0,1,-0.5615413984018779
164,23.498579,0.0,0,-1.4150296161155969
165,26.264696,0.0,1,-0.5016559389553652
166,23.499119,0.0,0,-1.3477731478075654
167,26.131369,0.0,1,-0.1917931719044421
168,23.499868,0.0,0,-0.5725979994843852
169,24.540352,0.0,1,-0.1830009520967334
170,23.500427,0.0,0,-0.5451055346280885
171,24.487652,0.0,0,-0.5998430300624025
172,24.618408,0.0,1,-0.10252004970072447
173,23.499561,0.0,0,-0.03632940055435976
174,23.322927,0.0,0,-0.08851770088023683
175,23.601511,0.0,0,-0.06441485050775898
176,23.553242,0.0,0,-0.037718295834793254
177,23.430372,0.0,0,-0.03728942935007992
178,23.285467,0.0,0,-0.03666510313017114
179,23.168499,0.0,0,-0.032836099294695595
180,22.989466,0.0,0,-0.03213693189597413
181,22.800728,0.0,0,-0.03138919379072074
182,22.638256,0.0,0,-0.030835740438145725
183,22.50275,0.0,0,-0.030293472769747764
184,22.38409,0.0,0,-0.029738581075804134
185,22.275473,0.0,0,-0.029192255098683558
186,22.174526,0.0,0,-0.028718215834747686
187,22.080568,0.0,0,-0.028286252350257154
188,21.993078,0.0,0,-0.027867743139636747
189,21.91116,0.0,0,-0.027461712155998193
190,21.834116,0.0,0,-0.027067774068136524
191,21.761488,0.0,0,-0.02668786166561708
192,21.692858,0.0,0,-0.026319444322147542
193,21.627901,0.0,0,-0.025962352929247125
194,21.56634,0.0,0,-0.025616431765137067
195,21.50792,0.0,0,-0.025279580411339
196,21.452469,0.0,0,-0.024953618363499134
197,21.399776,0.0,0,-0.024638359414737323
198,21.349634,0.0,0,-0.024333613741118774
199,21.301851,0.0,0,-0.024038994885604324
200,21.256714,0.0,0,-0.023755333796209248
201,21.213898,0.0,0,-0.023481584787077417
202,21.17309,0.0,0,-0.023217471933575713
203,21.134125,0.0,0,-0.02296350734661774
204,21.096933,0.0,0,-0.022718859520576413
205,21.061441,0.0,0,-0.022483282135518347
206,21.027575,0.0,0,-0.022256527940731966
207,20.995255,0.0,0,-0.022039350028160903
208,20.96439,0.0,0,-0.021830263309215982
209,20.934895,0.0,0,-0.021628859135625327
210,20.910805,0.0,0,-0.021436014002720792
211,20.888206,0.0,0,-0.021248510878495497
212,20.865477,0.0,0,-0.021067924521866545
213,20.842884,0.0,0,-0.020893804543937182
214,20.820875,0.0,0,-0.02072579783630565
215,20.799608,0.0,0,-0.018780332112522214
216,20.812874,0.0,0,-0.01899512450005218
217,20.828314,0.0,0,-0.018965696562756467
218,20.830746,0.0,0,-0.018935174398059376
219,20.823505,0.0,0,-0.018884336052072896
220,20.81276,0.0,0,-0.018840854327207758
221,20.801819,0.0,0,-0.018805822630867254
222,20.791786,0.0,0,-0.018785681334578416
223,20.785013,0.0,0,-0.020850289420452955
224,22.893995,0.0,0,-0.14904533415155524
225,23.754843,0.0,0,-0.4595422021530251
226,24.374022,0.0,0,-0.7231617864320483
227,24.89928,0.0,1,-0.25309275522944136
228,23.500309,0.0,0,-0.9713899945254825
229,25.391737,0.0,1,-0.4156805042207794
230,23.499493,0.0,0,-1.117306953335126
231,25.679468,0.0,1,-0.4884781691395724
232,23.498938,0.0,0,-1.2394778140882983
233,25.91976,0.0,1,-0.5825712521489167
234,23.499422,0.0,0,-1.3363201134343012
235,26.108519,0.0,1,-0.5725272790276422
236,23.499287,0.0,0,-1.3212502844649345
237,26.076279,0.0,1,-0.6491182971323034
238,23.508955,0.0,0,-1.380706101447596
239,26.19315,0.0,1,-0.6364669226193416
240,23.499645,0.0,0,-1.2008122936796264
241,25.83206,0.0,1,-0.5654535866888477
242,23.499306,0.0,0,-1.2204620863166056
243,25.86979,0.0,1,-0.5977296867416689
244,23.499199,0.0,0,-1.456807634770394
245,26.340506,0.0,1,-0.7944737636747158
246,23.799852,0.0,0,-1.5301997606896482
247,26.486624,0.0,1,-0.9280795386417824
248,24.06152,0.0,0,-1.6820342525473588
249,26.788818,0.0,1,-0.6417066071721418
250,23.502855,0.0,0,-1.6241176466862794
251,26.672024,0.0,1,-0.640201765360062
252,23.50066,0.0,0,-1.5862640890578807
253,26.595657,0.0,1,-0.6436102267110616
254,23.502121,0.0,0,-1.5883541435460977
255,26.599386,0.0,1,-0.6427020702303151
256,23.499695,0.0,0,-1.5134286837935844
257,26.449205,0.0,1,-0.6470875885325714
258,23.49908,0.0,0,-1.4783310282995887
259,26.379015,0.0,1,-0.6449387330957005
260,23.499022,0.0,0,-1.451745456679568
261,26.327316,0.0,1,-0.5586571945655731
262,23.498705,0.0,0,-1.4195678750940943
263,26.264582,0.0,1,-0.2589003874627586
264,23.499702,0.0,0,-0.7429031282034976
265,24.872967,0.0,1,-0.18834699792591558
266,23.499884,0.0,0,-0.6193494718959537
267,24.630611,0.0,1,-0.1530055709636926
268,23.499603,0.0,0,-0.2510906480477083
269,23.923252,0.0,0,-0.4186710832040257
270,24.255224,0.0,0,-0.45919490122570944
271,24.335812,0.0,0,-0.3856597594443764
272,24.188734,0.0,0,-0.2702970803815133
273,23.95847,0.0,0,-0.188055316029406
274,23.795025,0.0,0,-0.13606260497404712
275,23.69226,0.0,0,-0.05069321289802733
276,23.529547,0.0,0,-0.03528657238422122
277,23.349438,0.0,0,-0.03469639242916169
278,23.190105,0.0,0,-0.03414122588806775
279,23.05489,0.0,0,-0.0335824099870533
280,22.934454,0.0,0,-0.03305796391957458
281,22.82213,0.0,0,-0.032541492699789086
282,22.715689,0.0,0,-0.03203464083745874
283,22.614677,0.0,0,-0.031542160052753315
284,22.51952,0.0,0,-0.03105956240160934
285,22.429789,0.0,0,-0.030588519416249238
286,22.34483,0.0,0,-0.030130516642068308
287,22.264452,0.0,0,-0.029687754455758063
288,22.188122,0.0,0,-0.029259145661841162
289,22.115509,0.0,0,-0.02884469565852291
290,22.046444,0.0,0,-0.028444560370100933
291,21.980782,0.0,0,-0.028058261495713267
292,21.918444,0.0,0,-0.027686097367282815
293,21.85925,0.0,0,-0.02732786063486063
294,21.802979,0.0,0,-0.026989818204914445
295,21.749434,0.0,0,-0.026651428215886383
296,21.698143,0.0,0,-0.02633232019183741
297,21.648935,0.0,0,-0.026025109820834655
298,21.601755,0.0,0,-0.025728883363016163
299,21.556524,0.0,0,-0.025442881690445517
300,21.513378,0.0,0,-0.025167366425948162
301,21.472004,0.0,0,-0.024900916085383383
302,21.432163,0.0,0,-0.024642895958784945
303,21.393751,0.0,0,-0.02439295339511122
304,21.35671,0.0,0,-0.024150684709370592
305,21.320976,0.0,0,-0.02391567464264849
306,21.286472,0.0,0,-0.023687542812558093
307,21.253126,0.0,0,-0.02346604629594498
308,21.220951,0.0,0,-0.023250777188653503
309,21.189884,0.0,0,-0.02304149677724491
310,21.159836,0.0,0,-0.02283800900896626
311,21.130728,0.0,0,-0.020846560626475094
312,21.150522,0.0,0,-0.020958937672341308
313,21.169216,0.0,0,-0.020830051683797778
314,21.169199,0.0,0,-0.020695851280218797
315,21.156878,0.0,0,-0.02056725730463286
316,21.14039,0.0,0,-0.02044543992896394
317,21.123268,0.0,0,-0.020330903708702722
318,21.10704,0.0,0,-0.020228925350852564
319,21.093601,0.0,0,-0.022177776164653676
320,23.183184,0.0,0,-0.29626062746532433
321,24.046677,0.0,0,-0.6069371745252521
322,24.66639,0.0,1,-0.14479696979256546
323,23.500622,0.0,0,-0.9255398980165381
324,25.300734,0.0,1,-0.3080537958609446
325,23.499786,0.0,0,-1.0950929919987242
326,25.636412,0.0,1,-0.42335733209590254
327,23.499226,0.0,0,-1.2215509594471383
328,25.885952,0.0,1,-0.5383083233285128
329,23.499084,0.0,0,-1.318507943761598
330,26.07567,0.0,1,-0.5874143510562709
331,23.499094,0.0,0,-1.312824587379767
332,26.061148,0.0,1,-0.5932421601407183
333,23.50049,0.0,0,-1.3728609051669463
334,26.169996,0.0,1,-0.7235203345633874
335,23.652988,0.0,0,-1.2663328335975654
336,25.95042,0.0,1,-0.6480180322672
337,23.502449,0.0,0,-1.250346397208407
338,25.91541,0.0,1,-0.6282491573361171
339,23.499184,0.0,0,-1.4495730533417093
340,26.313362,0.0,1,-0.6550721333037195
341,23.499443,0.0,0,-1.4811458558214095
342,26.3786,0.0,1,-0.6618816914505774
343,23.505226,0.0,0,-1.578834788177553
344,26.571959,0.0,1,-0.7581654567304528
345,23.67761,0.0,0,-1.6603662875487857
346,26.736923,0.0,1,-0.8524066946481659
347,23.862465,0.0,0,-1.688485600495619
348,26.794655,0.0,1,-0.8567137412044801
349,23.870047,0.0,0,-1.7163194913539395
350,26.849983,0.0,1,-0.8811463214814643
351,23.919441,0.0,0,-1.6827890614701573
352,26.782782,0.0,1,-0.7427633995802692
353,23.645695,0.0,0,-1.6086650624541206
354,26.635067,0.0,1,-0.6899061009212707
355,23.543297,0.0,0,-1.5591523811096217
356,26.537075,0.0,1,-0.6666924889713954
357,23.507694,0.0,0,-1.5153505823633056
358,26.451117,0.0,1,-0.654096777701427
359,23.500057,0.0,0,-0.797563334713101
360,24.972647,0.0,1,-0.2502421296763531
361,23.499685,0.0,0,-0.7014125652153769
362,24.785994,0.0,1,-0.18262289658639164
363,23.499886,0.0,0,-0.33197387884096025
364,24.079727,0.0,0,-0.5299768584662752
365,24.471516,0.0,0,-0.562967140654776
366,24.537275,0.0,1,-0.11298518228834706
367,23.499979,0.0,0,-0.03836059259843818
368,23.243475,0.0,0,-0.040200062503328686
369,23.35107,0.0,0,-0.04043150595241354
370,23.413187,0.0,0,-0.04048339081984644
371,23.413517,0.0,0,-0.03664043460475555
372,23.265,0.0,0,-0.03609377028171776
373,23.084892,0.0,0,-0.03545484042226087
374,22.934301,0.0,0,-0.034880434405162634
375,22.813248,0.0,0,-0.03431122958470048
376,22.70684,0.0,0,-0.03374052473918373
377,22.606913,0.0,0,-0.03318036264478197
378,22.51184,0.0,0,-0.0326340932443737
379,22.421837,0.0,0,-0.032090892301320215
380,22.337234,0.0,0,-0.031562589126320206
381,22.257792,0.0,0,-0.03105055289855593
382,22.18263,0.0,0,-0.030554513690373
383,22.11113,0.0,0,-0.03005234085461495
384,22.183687,0.0,0,-0.029579468047883077
385,22.264975,0.0,0,-0.029161404963466652
386,22.295908,0.0,0,-0.028784017220634787
387,22.290709,0.0,0,-0.028465424338395124
388,22.273438,0.0,0,-0.028149874795957857
389,22.254482,0.0,0,-0.02784069072623084
390,22.23487,0.0,0,-0.027541460551831747
391,22.213726,0.0,0,-0.027232193349557593
392,22.190962,0.0,0,-0.026933458452482854
393,22.167086,0.0,0,-0.026644612224581893
394,22.142616,0.0,0,-0.0263652162730817
395,22.117886,0.0,0,-0.02609290364759998
396,22.09309,0.0,0,-0.02582922041137977
397,22.068365,0.0,0,-0.025573670667194428
398,22.04381,0.0,0,-0.02532580709718152
399,22.019503,0.0,0,-0.025065491536288106
400,21.995499,0.0,0,-0.024812744005881047
401,21.971844,0.0,0,-0.02456716467479552
402,21.948824,0.0,0,-0.02432944132044607
403,21.926275,0.0,0,-0.024114862415630156
404,21.904081,0.0,0,-0.023905873627532027
405,21.882246,0.0,0,-0.023702372767761673
406,21.860813,0.0,0,-0.02352696330069255
407,21.839813,0.0,0,-0.023363077478031912
408,21.819267,0.0,0,-0.023203675468634034
409,21.799154,0.0,0,-0.02304489427530932
410,21.779446,0.0,0,-0.02289088916246919
411,21.760149,0.0,0,-0.022743738962582725
412,21.741276,0.0,0,-0.022601058036029045
413,21.722988,0.0,0,-0.022469149977603086
414,21.706207,0.0,0,-0.022374415202806832
415,21.693901,0.0,0,-0.022323073041554647
416,21.689045,0.0,0,-0.0223180336961674
417,21.695444,0.0,0,-0.022418018845460255
418,21.714758,0.0,0,-0.022698417844190816
419,21.749706,0.0,0,-0.023148363420207395
420,21.803375,0.0,0,-0.02361473217789822
421,21.875244,0.0,0,-0.02414046231337658
422,21.965363,0.0,0,-0.02476477478229134
423,22.07287,0.0,0,-0.02549250456186185
424,22.197062,0.0,0,-0.026292780676147834
425,22.336737,0.0,0,-0.0271358783637362
426,22.49092,0.0,0,-0.030044714405185382
427,22.634966,0.0,0,-0.03203663244666267
428,22.816576,0.0,0,-0.03397820073822855
429,22.998936,0.0,0,-0.035594951222765694
430,23.186346,0.0,0,-0.037007884795062285
431,23.374838,0.0,0,-0.06946747189179014
432,23.56214,0.0,0,-0.16243923605856284
433,23.746058,0.0,0,-0.25275716399673764
434,23.925356,0.0,0,-0.34008830790206723
435,24.098953,0.0,0,-0.42430197053099633
436,24.266527,0.0,0,-0.5053471657192377
437,24.42786,0.0,0,-0.5848678563201729
438,24.586735,0.0,1,-0.2575555973912173
439,23.500004,0.0,0,-0.30489172895547917
440,24.035036,0.0,0,-0.4974377651009687
441,24.41574,0.0,0,-0.5846077823673647
442,24.587963,0.0,1,-0.25124981927609974
443,23.500004,0.0,0,-0.3285406508262525
444,24.078415,0.0,0,-0.5130124891169676
445,24.443686,0.0,0,-0.5981915515479395
446,24.612417,0.0,1,-0.24776129157842072
447,23.500002,0.0,0,-0.3123304271275637
448,24.044765,0.0,0,-0.49656229989483586
449,24.409794,0.0,0,-0.5620108674661264
450,24.539991,0.0,1,-0.19918711874224845
451,23.499998,0.0,0,-0.21127001865276765
452,23.844814,0.0,0,-0.37493442439296654
453,24.169956,0.0,0,-0.4068505382164729
454,24.23413,0.0,0,-0.4215850792023457
455,24.263746,0.0,0,-0.4243013138213815
456,24.269802,0.0,0,-0.4112594264410395
457,24.24462,0.0,0,-0.3902183523937015
458,24.203535,0.0,0,-0.3633332221589632
459,24.150763,0.0,0,-0.3310778408665629
460,24.08723,0.0,0,-0.2937927565876857
461,24.013689,0.0,0,-0.25271257331885616
462,23.93256,0.0,0,-0.20931810519995547
463,23.846811,0.0,0,-0.16500811906852114
464,23.759407,0.0,0,-0.12061188684013582
465,23.671835,0.0,0,-0.07647033625637237
466,23.584772,0.0,0,-0.03347646861127405
467,23.49867,0.0,0,-0.03284230147413651
468,23.413895,0.0,0,-0.032215515718670526
469,23.330715,0.0,0,-0.031597240404401435
470,23.24929,0.0,0,-0.030988238557865477
471,23.169708,0.0,0,-0.03042534278077463
472,23.092262,0.0,0,-0.03001888589085644
473,23.016764,0.0,0,-0.029616088177423706
474,22.943068,0.0,0,-0.029216043264291648
475,22.87113,0.0,0,-0.02882320608431967
476,22.801144,0.0,0,-0.028435283343862815
477,22.733152,0.0,0,-0.02805372394979991
478,22.667185,0.0,0,-0.027679904234422764
479,22.603302,0.0,0,-0.02731525905564654
480,22.54158,0.0,0,-0.026943196056578952
481,22.482067,0.0,0,-0.02651370615866118
482,22.42478,0.0,0,-0.026100181773941723
483,22.369713,0.0,0,-0.02570218122554172
484,22.316833,0.0,0,-0.025319558837599915
485,22.266079,0.0,0,-0.02495182446555276
486,22.217354,0.0,0,-0.024598962282390276
487,22.170559,0.0,0,-0.024259189253237296
488,22.1256,0.0,0,-0.02393321216399388
489,22.082672,0.0,0,-0.023623110602409278
490,22.041542,0.0,0,-0.023325685700062066
491,22.002043,0.0,0,-0.023040433857069456
492,21.964117,0.0,0,-0.022766452985595723
493,21.92768,0.0,0,-0.02249644067079333
494,21.892618,0.0,0,-0.022237536338403596
495,21.858875,0.0,0,-0.021990223444308506
496,21.826395,0.0,0,-0.021753024846369505
497,21.795128,0.0,0,-0.021524827561206644
498,21.765015,0.0,0,-0.02130509178129382
499,21.735998,0.0,0,-0.021094369372145927
500,21.708,0.0,0,-0.020886703673228636
501,21.680979,0.0,0,-0.020687814921291334
502,21.65495,0.0,0,-0.020498576371658406
503,21.629902,0.0,0,-0.020310717360070597
504,21.606064,0.0,0,-0.020132380953537084
505,21.58321,0.0,0,-0.01996304256767184
506,21.561157,0.0,0,-0.019800359934413703
507,21.539812,0.0,0,-0.01964357058920383
508,21.519129,0.0,0,-0.019491978715033404
509,21.499296,0.0,0,-0.019289141558537774
510,21.479437,0.0,0,-0.019271299370698207
511,21.470156,0.0,0,-0.019389976086397753
512,21.475424,0.0,0,-0.01957342867028455
513,21.496956,0.0,0,-0.019901601448321565
514,21.536287,0.0,0,-0.0201669182474839
515,21.59885,0.0,0,-0.02053602686171814
516,21.67724,0.0,0,-0.021037278311916534
517,21.783043,0.0,0,-0.022711449069131428
518,21.897743,0.0,0,-0.026383577456296842
519,22.016495,0.0,0,-0.0293190748144064
520,22.183598,0.0,0,-0.03194890909242519
521,22.35207,0.0,0,-0.033932233382742184
522,22.529339,0.0,0,-0.03578660215564532
523,22.712656,0.0,0,-0.03735928047041654
524,22.896725,0.0,0,-0.038835268653333845
525,23.080772,0.0,0,-0.03998054052538888
526,23.264704,0.0,0,-0.04100442339783848
527,23.447855,0.0,0,-0.10652532747714151
528,23.629446,0.0,0,-0.19676388662792982
529,23.808743,0.0,0,-0.28512754001961643
530,23.985157,0.0,0,-0.3716127311233715
531,24.157766,0.0,0,-0.45769999320379606
532,24.329708,0.0,0,-0.5419528305353593
533,24.497578,0.0,0,-0.6236229289346147
534,24.660208,0.0,1,-0.277960163636059
535,23.500006,0.0,0,-0.3464634352975729
536,24.116207,0.0,0,-0.5433542328229795
537,24.505953,0.0,1,-0.2593587940278662
538,23.500006,0.0,0,-0.33606688289317194
539,24.093555,0.0,0,-0.5307617928405037
540,24.478943,0.0,0,-0.6299795894789029
541,24.675217,0.0,1,-0.27272934792073694
542,23.500006,0.0,0,-0.36329320236860546
543,24.145458,0.0,0,-0.5632544489655676
544,24.541752,0.0,1,-0.2471719764820725
545,23.500002,0.0,0,-0.340174804567665
546,24.098776,0.0,0,-0.5269801114218416
547,24.469217,0.0,0,-0.6058176246659384
548,24.626135,0.0,1,-0.22562849196920237
549,23.500002,0.0,0,-0.24835291848564023
550,23.918184,0.0,0,-0.44426724757193226
551,24.306993,0.0,0,-0.49338578752305223
552,24.405445,0.0,0,-0.522648580124881
553,24.464083,0.0,0,-0.539965452078359
554,24.499208,0.0,0,-0.5364802782416487
555,24.492975,0.0,0,-0.522810585250532
556,24.466497,0.0,0,-0.5013629110984472
557,24.424643,0.0,0,-0.47265459429147505
558,24.368355,0.0,0,-0.4380850028317663
559,24.300406,0.0,0,-0.3999399433853334
560,24.22517,0.0,0,-0.35948046618255586
561,24.145348,0.0,0,-0.3174541225558294
562,24.062416,0.0,0,-0.274399852123317
563,23.977444,0.0,0,-0.2308152977827967
564,23.891304,0.0,0,-0.18704394266728858
565,23.80479,0.0,0,-0.14341512799562053
566,23.71856,0.0,0,-0.10017799912766054
567,23.633104,0.0,0,-0.057546648771574144
568,23.548834,0.0,0,-0.032637960132335324
569,23.465979,0.0,0,-0.03215114468769922
570,23.384659,0.0,0,-0.03166968261074955
571,23.304943,0.0,0,-0.03110058018060181
572,23.227045,0.0,0,-0.03047996368099266
573,23.151056,0.0,0,-0.029950286226335176
574,23.077024,0.0,0,-0.029437445531296243
575,23.005266,0.0,0,-0.02894083114227114
576,22.794506,0.0,0,-0.028447110058256085
577,22.580265,0.0,0,-0.027929732299336502
578,22.421381,0.0,0,-0.02740197693675012
579,22.303326,0.0,0,-0.026890096282490034
580,22.20179,0.0,0,-0.02640306175162585
581,22.106167,0.0,0,-0.0259345808323168
582,22.01523,0.0,0,-0.02548108269280065
583,21.929943,0.0,0,-0.025041747983001912
584,21.850035,0.0,0,-0.02461969404683915
585,21.774715,0.0,0,-0.024210811491290913
586,21.70332,0.0,0,-0.02381435748071966
587,21.63541,0.0,0,-0.023430553967786844
588,21.570667,0.0,0,-0.023058413104499006
589,21.508837,0.0,0,-0.022697632999536182
590,21.44969,0.0,0,-0.022347908908887684
591,21.393034,0.0,0,-0.02200827073919117
592,21.338694,0.0,0,-0.021678937524270483
593,21.2865,0.0,0,-0.0213594712750501
594,21.23629,0.0,0,-0.021049431378284238
595,21.187912,0.0,0,-0.020748146537128587
596,21.141232,0.0,0,-0.020455502600911103
597,21.096138,0.0,0,-0.020171159693459517
598,21.05253,0.0,0,-0.019894651381993828
599,21.010574,0.0,0,-0.018010714124405185
600,21.016037,0.0,0,-0.018015487242479533
601,21.020462,0.0,0,-0.017772681012416202
602,21.006987,0.0,0,-0.017523747078117217
603,20.981688,0.0,0,-0.01729936223002199
604,20.95253,0.0,0,-0.017079802172699228
605,20.922985,0.0,0,-0.016866358784716623
606,20.894718,0.0,0,-0.016630622567255636
607,20.86801,0.0,0,-0.018947908508069832
